City,Rating,Raw_Review
Chopta,4,i think my decision of choosing himalayas trek was the best decision for treking and camping services...
Chopta,5,"Welcome himalayas trek provide awesome  service,staff is so good and co-operative,nice service.one of the best treking and camping service provider at chopta reagion."
Chopta,5,"Our tour is too awesome and memorable, with our new friend mr. Yogenra rawat G and 'welcome himalayas trek' such a nice place chota and nice people i have ever meet. Thanku rawat g and team for giving such a different and memorable memories."
Chopta,5,"Welcome himalayas best camp and advisor at chopta...guiding faculty are coperative in nature
Perfect vision, snowfall, nature, creature, peaceful atmosphere, bird watching
Nature beauty at his peak in both winter as well as in summer season"
Chopta,5,"It was my first ever trek and luckily i happen to have snow in December, Tungnath temple trek has snow (very slippery and super fun) for entire distance of 7 kilometre and the devriyatal lake trek in a different location for 5 kilometres.

So i..."
Coimbatore,4,"Built on good hype, this definitely wasn't impressive.
You go there and first wonder how did they get so much of land. And what all did they destroy to make the statue.

Lack of facilities, couldn't understand why the vehicle entrance path has such uneven..."
Coimbatore,5,"Location is extraordinarily beautiful,worth visiting 
The quality of the sculpture made looks so magnificent,one feels “Om Namah Shivay”

Only care to be taken is that you should not venture in walking when the sunshine is strong,say between-10 am and 3 pm

The flooring is very..."
Coimbatore,5,"This is nice place to visit, no tickets for Darshan. Very neat and clean . This is under maintenance from Isha fondataion .. there is bull raid car also so that one remains as village culture.."
Coimbatore,5,"The Place Aadiyoga is place of peace and sround of Nature,place is realy intresting and its want to steel hear for a long time for distroy of daily routine tensons.must visit Thanks GURUJI"
Coimbatore,5,Hindu temple. Powerful god of Siva in Hindu religion. One of the best visiting place in Coimbatore. Very big sculpture.
Cooch Behar,4,"If u r new in coochbehar u must visit it once.
it is famous for having turtles named after the god MOHAN."
Cooch Behar,4,"The temple is located next to a pond with a hundreds of turtles. It is a nesting ground for a certain species of turtle, funded by an American trust. The turtles often tend to climb the stairs of the pond in search of food. You..."
Cooch Behar,4,"Baneshwar temple, is located at a distance of 11km. From Aliporeduar Jn., towards Cooch Beher. As Mythology goes, Banasur,  the King of ASURA,a SHAIBITE, wanted to built a Shiva Temple at PATAL . Shiva agreed, but condition was, while carrying the LINGA from Kailash,-abode of..."
Cooch Behar,4,The Shiva Temple of Baneswar was built by Maharaja Nripendra Narayan. One has to go down about 10 feet below the from the temple base to worship. The temple is sparkling clean and well maintained. There is a pond in the temple complex where there...
Cooch Behar,4,"This is a good place,very old Shiva temple,very well maintained. main attraction is the turtles which are known as mohans kept it conservation."
Cuttack,5,"This is the fort of anniciant Utkal kingdom.... Nice place and you can easily find out how the Odisa was.. In history.... 
Great place... Great people... Thank you"
Cuttack,3,I went to Barabati Fort. The Barabati Fort in Cuttack in Odisha is well known fort with carved gateway. It is about 8km away from the city. It is a 14th century fort build during the Ganga dynasty. The fort is situated on the river...
Cuttack,4,"There is hardly anything left there to see except for the entrance gate , As you pass through it there is a park & the stadium next to it, not really worth going all the way for it"
Cuttack,4,A must see place. It was the capital of Odisha Kings. Now it is a protected property. There is Cuttack Club inside this a club of 150 plus years.
Cuttack,3,Its a very old fort build during British time. Its a very famous fort. It is near to batibati stadium.
Dalhousie,4,it is at the barapathar which comes in midway to the road going toward lakadmandi/khajiar road. it is a temple of maa pohlani the very famous and popular among locals here.
Dalhousie,5,"It was close to my Hotel. In lap of nature.
Awesome place. Full of flowers and greenery.
The way to reach there is also lively."
Dalhousie,3,A Small temple but nic to visit. U will be tired easily in the way due to high altitude. Cool bridge will be there with a whistling sound .
Dalhousie,3,"Supposedly there is a temple here, but the taxi in which we were travelling in, stopped at some random places, pointed at a structure in the distance and said it was Bara Patthar. Recommended to take a guide or a local from Dalhousie, for an..."
Dalhousie,4,"Very small temple6kms from Gandhi Chowk on the Khajjiar road. Nothing special about it just a small temple but yes another half a kilometer ahead on the same road from this temple, one can see the whole valley. But nothing worth going to this temple...."
Darjeeling,5,"If you want to visit a place where you want peace, serenity and heavenly view, then Ahal Dara should be your next stop. It is near Latpanchar in Darjeeling district of West Bengal State. You must  amaze to see the 360 degree view from the..."
Darjeeling,3,"Ahal Dara is somewhat 3KM from Latpanchar. There are only 3 cottages available for accommodation at Ahal Dara which gets booked way ahead. Othewise tourists have option of staying at Latpanchar nearby.

The Kanchenjungha view and sunrise view that it offers is unmatched with any..."
Darjeeling,5,Ahal is a hill top 360 degree surrounded view point with scenaric beauty near Latpanchar. Quite place with an excellent view of Kanchenjunga Range.
Darjeeling,3,"The Ahal Dara View Point, or otherwise known as Ahal, is on top of a mountain. It is about 5 km from Latpanchar. Since it is a hill top, you can have a 360 degree view of the surrounding mountains and also the Kanchenjunga Range...."
Darjeeling,4,It might sound odd to review a temple that wasn't open when we went to visit but the point I want to make is that the walk to the Aloobari temple is so fantastic that it doesn't matter that the temple wasn't open. Take the...
Dehradun,5,Agrakalpa Art Gallery.. as the name suggests is primarily an art gallery. The collection was nice but the place is for specific group who like these kind of stuff only.
Dehradun,5,"You can flash an iD Card however there is no entry here without you have some Very Special Connections. This does not make Chetwoode Hall any different than Royal Roads or West Point, etc. Thus what is there to review when the very best you..."
Dehradun,4,Indian Military academy is very good place for visit while u r in Dehradun. it brought you to British era.
Dehradun,5,"The Chetwoode Hall adjoins the Indian Military Academy and is home to the Indian army's modern artilleries and sophisticated ammunitions along with a wide range of artifacts that detail the splendor of the Indian Armed Forces

Aside from the direct shows, the exhibition hall likewise..."
Dehradun,4,"It's a prime institute of India.  We are / were not allowed inside the institute, but was a privilege to see the grand academy from outside."
Deoghar,4,It's very old and famous temple. Basically it's one of Jyotirlinga. Every Hindu must visit and have blessings of Bhole Baba
Deoghar,5,It's a big place in jharkhand for visitors. This is the temple of shiv. This is a great place for pleasure of mind. I felt very blessing.
Deoghar,4,"Those who are willing to pour gang ajal on Baba, please mentally prepare yourself for a wrestling. There is queue throughout however once you are inside the main temple, there is no queue . It is only a flight of might....if you are lucky and..."
Deoghar,2,"Hello People.

Baba Dham or Baba Baidyanath is very famous and renowned Shiva temple in Deoghar District of Jharkhand and also one of the twelve Jyotirlingas, the most sacred abodes of Shiva. This place lies in the interiors of Jharkhand, well connected by road and..."
Deoghar,5,"Baba Baidyanath Dham, often referred as Baba Dham is a divine place having mythological connects dating back to the age of Demon King of Lanka, Ravana. The inception of this Shiva temple and its origin has an interesting myth. Once Shiva was pleased with Ravana's;..."
McLeod Ganj,3,"The walk is short and the way paved. Worth the people watching and exercise for an hour.  Cafes and people crowd the bottom, unfortunately."
McLeod Ganj,5,"Bhagsu Waterfall is very nice scenery place and must visit place for trekking lover.
Beautiful and amazing place."
McLeod Ganj,4,This place is photogenic and one can spend hours just by sitting here and eating in the cafes alongside. Just loved this place.
McLeod Ganj,5,"This is one of the points in Mclodganj. First you see the shiv temple. There is a little walk from temple to get to waterfall trek.

In September, the trek was awesome. It gives fantastic views of valley with lot of fog and clouds arounds...."
McLeod Ganj,5,"The falls itself is not great, however, the trek up to the falls does provide some good views of the valley."
Kangra,3,The main market of the city is very crowded and busy streets. You can do the shopping and also try roadside food.
Kangra,3,Kotwali bazar is typical old market and you can fidn all you daily living items. Many food restaurant available here.
Kangra,5,great place for fabrics of anykind! Good vegtables and fruit selections. The maximus mall is closeby with some good food places (Tibetan Kitchen my favorite) and a clothing store with nice european brands!
Kangra,2,"We remembered this market from our previous visit 14 years ago. 
Well, to my opinion not wearth visiting. 
Very crowded street, dangerous to go to the parking place down the hill."
Kangra,3,"This is a row of shops, in a small stretch, on the main road from Dharamshala to mcleodganj. When the taxi driver stopped the at this road, and told me that it was the Kotwali bazar I was surprised to see that it was not..."
Digha,4,We did enjoy the cable car ride which costed us about Rs 48 per head. We saw the small park sans flowers
Digha,5,"This park is an ideal place if you are waiting for your train or bus. It is not free, but fee is really nominal. There is a big pond in the midlle with lots of bird. It is really worth visiting."
Digha,5,good experience. Lawns are well maintained. variety of seasonal flowers. Enjoyed the Ropeway ride. The lake was clean and boat rides were also good too.
Digha,5,We went with our 2 kids so this was the perfect place for them as they loved playing in the park along with a boat ride and rope way ride. Small yet beautiful.
Digha,5,We enjoyed our ropeway ride. Simple and safe one. Nothing much to do but if you have kids along with you then you may visit as they may like it.
Diskit,4,"Nestled in serene hills overlooking desert, mountain and river. One must visit to get a panoramic view of mountains, river, white sand dunes and the river. All at once."
Diskit,4,"Do visit the monastery, which is located few hundred meters from the Gompa. It is a very old monastery, but is very well maintained. You can even meditate here. And the icing on the cake is the free tea, coffee or butter tea which you..."
Diskit,4,Diskit Monastery is thoroughly worth seeing & experiencing. Its located right in middle of Nubra Valley with breathtaking landscape. View from Buddha Maitreya is mesmerizing and cannot be missed.
Diskit,5,stunning Maitreya buddha statue. Perhaps the tallest of them all at around 106 ft. Has stunning views from the place too. Really worthwhile going there and allowing the entire place and scenery sink in.
Diskit,5,"When you drive to, or from the Nubra Valley camps, you see an unmissable statue. It’s easy to drive nearly all the way to the top where the Diskit Gompa is. 

The views of the valley from here is extraordinarily beautiful too."
Diu,5,It is located near INS Khukhri memorial. This small calm and peaceful beach is a good location to see sunset. It is not popular for bath.
Diu,5,"beach is near INA Khukri memorial, is known for sunset, very small but calm and peaceful. visit during sunset time. Bathroom facilities and food is not available like Nagoa beach, so very less people will be there which makes it calm and peacefull"
Diu,5,It is also called as sunset beach ..situated at an amazing place will make your mind goggling....sunset is very much perfect here...calm beach too...perfect to photography and suits every kind of person...defenetly go for it
Diu,5,"This beach is a calm and peaceful one. If you are here to relax from your busy routine life, my suggestion would be to get hold of a nice book, a flask of coffee and get on to one of those benches at the Khukri..."
Diu,3,"First you reach INS Khukri Parking...you Click some pics there and than you go to Khukri memorial and than visit Kankeshwar Temple..Giving your full attention to crazy sea and waves...

but when you turn back ans star talking to to your Parking you will see..."
Dwarka,3,"It is said that without visiting Bet Dwarka,darshan to Dwarka ji is not complete!
So,one must visit it....u have to catch a boat/kishti to reach the Bet Dwarka....& be careful,the way they load people is just unbeliavable...It is also a differnt experience...from Dwarka ji to..."
Dwarka,3,"Just 3 km off the coast of Okha, considered to be a part of the ancient city according to many mythological accounts is the island of Beyt Dwarka. It is a must visit place to the temple of Lord Krishna and as per some legends..."
Dwarka,3,"This place is known to be as the residence of Lord Krishna.

It is about 30 to 40 kms from Dwarkadhish Temple. There are multiple options to reach the place and here are they:

1. Hire a private vehicle from travel agents in dwarka. Many..."
Dwarka,5,Your trip to Dwaraka is not complete until you visit Bet Dwarika. This has mythological importance. This is the place where Sudama had offered kheer to Lord Krishna. Nice place. Temple is very clean and well maintained
Dwarka,4,Be wary of boatmen trying to extort money by saying that they will take you on a private boat for Rs. 3000. Wait for the normal boats which ferry passengers at Rs. 20 per head. The temple itself is small and peaceful and not much...
Fatehpur Sikri,4,This is situated with in the Fatehpur complex. You must visit this place this looks very new and well maintained. It will better to have a guide who has good knowledge on this place.
Fatehpur Sikri,4,"Anup talao, is located inside the Fatehpur Sikri complex. It is a platform created in the center of a pool and connected with 4 bridges.  Some say Tansen,one of the nine gems of Akbar's court,  would play his ragas and entertain the audience from this..."
Fatehpur Sikri,3,Anup talao is another place inside the Fatehpur Sikri fort complex. It is said that Tansen used to perform at the center platform of the Anup Talao and Emperor used to sit at the top floor of Khwabgah just in front of it. Also it...
Fatehpur Sikri,4,One can find better ponds and lakes in Rajasthan Forts than here. Dont try to walk on the columns in the pond. keep the young children in check and dont let them go near the pond.
Fatehpur Sikri,3,Water was the eventual downfall of the city as it was too saline. These tanks harvested rainwater for the city but eventually not enough.
Gandhinagar,3,"Aalloa Hills was a terrible place. Honestly speaking, it's not worth the money. The ping pong table was really a 30 year old dining table with four paddles that were equipped with rubber from a tire of a car. The pool table was very old..."
Gandhinagar,5,Aalloa Hills is a very nice resort for relaxation. Many people go for one day picnic over there. It is approx. 55 km from main Gandhinagar city. It has very nice look and good resort. It has nice golf course to enjoy.
Gandhinagar,4,"If you live in a city like Ahmedabad, you will know the need for a quiet getaway. Aaloa Hills resort is just 45 minutes drive away from Ahmedabad and just 20 minutes from Gandhinagar. A HUGE resort nestled in the middle of Greenery-another rare sight..."
Gandhinagar,5,"Nice place for one day picnic with family and friends , food is ok, there are so many adventure and good amenities,location is good"
Gandhinagar,5,Aalloa hills is nice place for nature lovers. During monsoon it's perfect place to sit by the River and enjoy evening.
Gangtok,5,"The temple is situated at a very high altitude and is surrounded by mountain with snow. You might feel that the oxygen is very less and feel little uncomfortable breathing. But the surrounding is awesome. The journey to the mountain is just amazing, very narrow..."
Gangtok,5,This was very beautiful with scenic beauty. The shiv idol and waterfall is amazing. The journey was very beautiful indeed.
Gangtok,5,"Instead of bhajans, the loudspeakers play patriotic music. The office and bedroom of this eternal soldier is kept in the best possible way. The belief is that he still guards the borders. He is still treated as a army personnel on duty. Do pay respects..."
Gangtok,3,"It's a very nice gesture to pay tribute to Baba Harbhajan. But what I found very disturbing was they were allowing people to go inside the temple with their shoes. Which I felt was very disrespectful. ofcourse because of the weather, they can't remove the..."
Gangtok,4,The place is neat and well maintained.It is a place to visit on the tour.A nice time to be in the place.
Gokarna,5,"Excellent place, spacious and cozy room with fully equipped kitchen and refrigerator, I stayed two weeks with my daughter and we loved it, quiet and very close to the beach, management was also very nice all the time. Totally reccomanded for families with children also!"
Gokarna,5,It's such a beautiful and a cosy place surrounded by nature and is also on the beach. The instructor is also so keen to teach people and so passionate when it comes to his job. I had a great experience learning there.
Gokarna,5,Went for a single beginner session. Sandeep gives good instruction which will help you out in the sea. The cost is 2000/- rupees for 1.5 hrs session. I would recommend everyone to try it if you are visiting gokarna.
Gokarna,4,Sandeep runs the Cocopelli surfing school and I did 1 session with Sandeep and Chad and it was so much fun. I had planned 3 sessions but I fell sick and couldn't continue on the other 2 sessions. It was an amazing experience and I...
Gokarna,3,"Poor customer service. I had send emails wanting to book surfing lessons for my kids. Never got a reply!

Ended up surfing at Udupi, where the experience was much better."
Greater Noida,4,"We drove here to check out the race track as there was some activity by BMW. It was quite a nice experience. Driving around the area was nice and the roads are quite good, though traffic got chaotic on our way back."
Greater Noida,3,The buddh international circuit in Noida is a stunning race circuit but sadly underutilized due to government policitcs
Greater Noida,5,This is one of the most wonderful places you will find in Delhi/Ncr. Specifically in Greater noida. Very nice.
Greater Noida,4,A jewel in the crown of Noida however not publicized well. Needs proper marketing for it to be more popular.
Greater Noida,3,One of the better designed circuits for racing in the world. Unfortunate that it cannot host any more events.
Guntur,3,amaravati buddhist site is very famous in andhra pradeh. the buddha statue is very large. and also i visit the amareswra temple.
Guntur,5,"Best to visit on a cloudy day. Huge Buddha statue and a Peaceful place. Getting a pic taken  from one of the photographers there to carry home a  memory.

Visit the museum as well which is near this place."
Guntur,5,After Kalachakra in 2006 this site become so popular to Visit. Good stay and food is not good near to this place.
Guntur,4,"Ever since I had seen the railing piece from Amravati stupa depicting visit of the sage Asita's visit to King Shuddhodhana court at National Museum, Delhi as one its highlights, I have been interested in getting a chance to visit Amravati. I got this chance..."
Guntur,5,"Massive sitting Buddha. Serene. Best time immediately after rains. Not much water in river Krishna. 
Sree Amareshwara swamy ( Lord Shiva ) temple is must. Ancient temple. Open till 1 pm and again 4 to  9 pm"
New Delhi,4,"Heard a lot about it, so went to visit with family and relatives. However was less than impressed. There is nothing good or bad about the place.
Its just a huge real estate occupied with scarce temples.Have been to many temples but couldnt like this..."
New Delhi,4,"Also known as Shree adya katyani shaktipeeth mandir, is not more than 1 km from chhatarpur metro station. It’s a very big and beautiful temple. One needs to have lot of time to completely explore the place. Temple has huge parking lot to accommodate large..."
New Delhi,5,This temple dedicated to different forms of Goddess Durga is sprawling over a huge area in Chhatarpur. The temple complex is distributed on the either sides of the road with several temples dedicated to different deities. The temple architecture is marvellous and picturesque. The temple...
New Delhi,5,This place is extremely popular amongst devotees who go with belief that their wishes will be granted . During Navratras the crowd is sometime so large that your turn may come after few hours . Governor Amolak Rattan Kohli
New Delhi,5,Beautiful architecture. The temple is located at a very busy  but still the kind of peace you can get at this place is undescribable. The temple complex is very large and has huge segments across the road one will notice the great architecture and Don't...
Guwahati,5,Love the place as its full of sports of water.really enjoy it so much. Location is far away from the city but Too much crowd in the weekend. All cabs don't go to Accoland directly and even its tough to get a cab quickly from...
Guwahati,5,This is the only theme park in the north east having a water park. The rides are thrilling and the water park is a very good attraction for kids. The slides are enjoyable and the wave pool is fun. There is a train that goes...
Guwahati,5,Accoland is the best place for hang out wit your friends and family. Its an amazing park with many types of water pools. There is a mega wave pool where u can enjoy the feel of sea wave. There is a indoor water world disco...
Guwahati,4,"My suggestion is please do not visit it on a  holiday , specially if it falls on the summer holidays of the kids. It is crowded. I had to park my  vehicle on the main road as the parking was full. Inside whether you call..."
Guwahati,4,"The First and biggest Water Park in North East India, located in the outskirt of Guwahati. It is about 20 KM from Guwahati.

The park, designed beautifully like a castle, was inaugurated in 2005 and offers a lot of options to keep you busy for..."
Gwalior,5,"Chaatris are nothing but the resting place of deceased members of the Royal Scindia family.
Spread on a large stretch of land and covered with greenery; it is an ideal place for those who are looking for peace of mind. People in good number can..."
Gwalior,5,"well known Scindia family use to stay here as they were the king of gwalior. Nice historical place. Fabulous architecture, well maintained and clean. Very nice place for outings and worth being here for good amount of hours. Place is filled with intensive carvings and..."
Gwalior,5,This sprawling complex contains four chhatris (memorials) of Scindia Dynasty and three temples. The landscaping is awesome and it is one of the best places for morning walkers to spend some peaceful time. The temples and chhatris are well maintained and worth a visit. The...
Gwalior,3,quite a large compound and very well maintained ; it has got a large garden ; close to the jay vilas musuem ; so can combine the 2 in one visit
Gwalior,5,"The Scindias clearly seems like of the richest rulers of India. The Chhatris and more so, the Jai Vilas palace is glimpse into their opulent lives"
Hajo,4,"I went to Hayagriva Madhava Temple. The temple consists of three main parts –the shikhara, or the top, the center and the basement. The shikhara is pyramid-shaped. The base of the structure consists of huge brick pillars and there is a spacious entrance hall in..."
Hajo,4,"A well preserved and maintained Hayagriv Madhab temple which is said to be constructed in 5-6 th century rebuilt in 15 th century, with some portions of the old temple still existing. Excellent carvings on outside of temple,a row of elephants at bottom and scenes..."
Hajo,3,"The Hajo town in Kamrup district is about 25 km away from Guwahati and is visited by Hindus, Budhists and Muslims because of its several temples and Pav Mosque. First we visited Haygriva Madhav Temple situated on Monicut Hills. There are several shops and restaurants..."
Hajo,3,"While we were planning our trip to Guwahati we had very limited information on options available for sightseeing. Numerous websites and even tour/travel planners talked about using Guwahati as a stopover for visiting Kaziranga, Imphal, Cherrapunji, Pobitara etc. or using Guwahati for religious pilgrimage (visiting..."
Hajo,4,"Though most people are unaware, Hayagriva Madhava temple has been built alongwith Tirupati Balaji & Jagganth Puri temple, all Bishnu temples. Though this one is not so popular with rest of India, its very much followed by locals Assamese. Most beautifully located in Hajo town..."
Hampi,3,Its not completely ancient. The upper part was rebuilt later which is not properly maintained and is again in ruins. Its kind of a entrance gate.
Hampi,4,"This temple is right in the middle of the rocky valley with no straight path leading to it!
You will actually have to hike and pass a small mountain to reach the temple.
But if in recent years anything has given me a explorer's feeling,..."
Hampi,4,"The Achyutaraya Temple is probably the most peaceful spot in all of Hampi, even during peak season. On one side of the temple are rocky hills, including the iconic Matanga hill. On the other side, vehicles have to be stopped about 1.5 - 2kms away..."
Hampi,4,"It is a temple built by achyutdevaraya, brother of Krishnadevaraya dedicated to lord Venkateshwara. It is located at the base on Mathanga hill & can be accesses through the staircase near Monolithic Bull. The temple complex is huge and
has mantapas inside. There is a..."
Hampi,3,"Achyutray temple is situated near the base of matunga hill,  you can visit this on the way to vittal temple from virupaksha temple"
Haridwar,4,As per saying this tank was build by bheem while he put his knees at the ground. Near har ki paudi the place filled with river water and one good place to visit.
Haridwar,4,its little less popular than har ki podi but possess equal significance in haridwar local  govt need to creat awareness.
Haridwar,3,"This holy kund derives it name from Bhima,  second of the five Pandava brothers. It is believed to be created by Bhim while there way on to Himalayas."
Haridwar,5,Must visit place in haridwar. having mythological importance. 3 small templeas and a tank are present here which is a very pleasant place and not at all crowded as many does not know the importance of this spot. The priest explained the history in detail.
Haridwar,5,Nothing great about this place. It is created near the Bhemgoda barrage which is link between Chilla national park and Haridwar. To be very honest we could not find anything from the touriest interest point of view
Havelock Island,4,"A must visit for everyone visiting Havelock.
You have multiple options for water sports and fun.
You can do deep sea snorkeling and other water activities"
Havelock Island,5,There are better beaches on the island and this was my least favourite.  Maybe if I had seen the elephant I would have rated it higher - otherwise it is a crowded beach.  We arrived at about 8am which was the best time because by...
Havelock Island,2,Its a beautiful beach but needs to be regulated. It can end up being too crowded and you may end up waiting for long for any activity. The guides can be rude. The area behind the sports counters and eating places is really dirty.
Havelock Island,2,Beach is over rated. Very expensive to get to and recently they do not even let anyone in the water due to a recent accident. Avoid. Even the water sports out there is really expensive.
Havelock Island,5,"Water activities are shut due to some reason, which I felt was completely illogical. Beach is scenic and small. Water is clean and best color. Good siting arrangements like tree houses. Since there was no water activity permitted it was boring to stay beyond 2..."
Hemis,3,"After a drive of an hour and a half over 45km of smooth road from Leh and crossing the Indus River, we come to a new experience at the Hemis Monastery, where history challenges the myths associated with the place. Placed on the precipice of..."
Hemis,4,"Hemis Monastery is about one hour drive from Leh. It passes through barren lands, a river, and treeless mountains. as you reach the top of the mountain there are straight steep about 100 stairs to reach the monastery, but more interesting is to see the..."
Hemis,3,The Hesmis Monastery is located at a distance of around 45 Kms from the Leh City on the Leh-Manali Highway and takes around 1 to 1.5 hrs to reach here. This is probaly one of the most famous monasteries of the Ladakh Region. This monastery...
Hemis,4,"Hemis monastery is a very peaceful holy place which is located in Leh Laddakh near KARU. If anybody wants to visit Leh Laddakh, then Hemis monastery must be visit and feel the peace of mind in this disturb and distracted world. 
Dinesh Kumar"
Hemis,4,"Situated some 45 kms from Leh City, Hemis is tucked on a mountain on the west bank of the serene River Indus. You can spend almost 2 to 3 hours there . There is a museum also related to this ."
Hooghly,5,The visit to the church was beautiful. The tiles of the church from the outside had a shine to it that made it look so beautiful. I enjoyed the garden view but I think they are renovating the garden a little bit. It is a...
Hooghly,2,Had been here many times since boyhood. Then schools from Calcutta in 70 or 80's used to visit this place with their students.So people or tourists in general have become less interested about his place or its suburbs. Problem lies about advertising a product/place. This...
Hooghly,4,"Here I am telling only on Hansehswari Temple, which lesser known than Bandel Church. Hansehswari Temple is a Hindu Temple of goddess Hangseswari. Here the deity is worshipped as Maa Hansehswari, which is a form of Maa Kali. The temple was built by Raja Nrisingha..."
Hooghly,5,Most desired attraction of lucknow city. very beautiful historic monument built scientifically. Enjoyed a lot in bhool bhulaiya and learned various intrersting facts and history of the monument. The whole monument has various inticate balconies and beautiful garden. Worth spending 2-3 hours. Must visit.
Hooghly,4,"BBC Travel had a short write-up a while ago on another non-British suburb (Chandannagar) of Kolkata on a thread about colonial heritage. Out of curiosity (and also a desire to try Indian Railways commuter trains), the reviewer passed through all of those non-British suburbs (in..."
Hyderabad,5,this place becomes very interesting if you love art and paintings. it is very quite place and love the vibes of this place.
Hyderabad,5,The sculptor works are fantastic. The collection is most modern. You will also get the classical masterpieces too
Hyderabad,4,Thanks for the review
Hyderabad,4,They have the best collection of the paintings from all over India and prices are also reasonable starting from few thousands.
Hyderabad,4,Thanks for the review
Munnar,5,"This is one of the good place to enjoy your time with your family and friends, Here all the various play option available for all age group."
Munnar,5,"Perfect place for all the thrill seekers, who came to munnar to enjoy the beauty and also indulge in some adventure sports. Activities ranging from mountain cycling, bridge crossing and other trekking exercises. make this place a must visit if you are of the adventure..."
Munnar,5,"Fun Forest Adventure Park is marvelous here we can do lot of adventure activities here the all members relation between the gust was fantastic But we can't enter the park right now because the park is temporarily closed 

but it was Awesome"
Munnar,5,"Very good place to enjoy few adventure rides, however the food in their restaurant needs improvement. They had put lot of oil which was very difficult to eat."
Munnar,4,We went this park on our honeymoon trip... This spot is good as a couple activity but cannot be called as attraction of munnar. Go to this place but do not spend much time as there are many places to visit in munnar. Plus this...
Indore,4,"About 6Km from Indore Railway station, Annapurna temple is a big temple on the main Annapurna road. The premises is big and atmosphere is calm and quiet.
Its a good temple. 
The entrance is from the busy road and so the Vehicle parking needs to..."
Indore,5,"This temple is mainly dedicated to Devi Annapurna and along with that it has VED Temple , Huge Shiva Temple , Kaal Bhairav Temple. Overall Place is easily accessible and well maintained. 

A good visit in Indore..."
Indore,4,Not too many people were around when I had visited and hence the place was very calm and it felt peaceful.
Indore,5,"It’s stunning where you can see most of the temples. The temple of ma Annapurna is amazing and lord shiva ‘s again master peice of architecture.
If you are in Indore must visit if you like temples"
Indore,3,This temple is on the way to airport and if you have time to spend you can make a visit.  There is nothing spectacular and is an usual temple.
Jabalpur,3,This place has quite a few rocks apart from the main balancing rocks. However this place can do with little maintenance.
Jabalpur,3,It is on the road side so everyone can visit. Maximum tour time 5-10mins. Nothing to do here. But It will wonder how a big rock is on the top of other rock.
Jabalpur,3,Nature is at times unbelievable. The balancing rock in Jabalpur is a sight that one should not miss at all.
Jabalpur,4,"This rock is near Madan Mahal fort.
This is a natural wonder how a big sized rock is balanced on another base rock."
Jabalpur,5,"This is great wonder of nature..
One heavy solid Rock is on the top of another solid Rock just having a point contact ..keeping the balance for hundreds of years despite  devastating earthquake specially in 1997 .."
Jaipur,5,I have been to 925 silver Jaipur and I found they have really treasure collection of silver jewellery.. I had good business experience and they tought me many good things about business.. they are situated between the streets but carry real authentic collection.. which really...
Jaipur,5,Fine engraved handmade silver jewelry. 925silver converts designs into reality. I really appreciate their creativity. 925silver 💯% become the potential brand in upcoming years.
Jaipur,4,Amazing collection of tribal indian silver jewelry . Kundan meena silver jewellery. Must go for antique silver buy
Jaipur,5,Wanted to place an order for wedding gifting. I cant thank 925 Silver Jaipur enough for their product quality and quick delivery. They have a huge collection and cater to varying tastes of people. Recieved my order in Dubai within 4 days. Definitely ordering again.
Jaipur,1,"Soo apparently I purchased considering the place was genuine, but even though they have a 2days return policy they refused a return off the article purchased in less than 24hrs

Complete liars
Untrustworthy
Doubt Genuineness"
Jaisalmer,3,The wood fossil park of Akal is not known to many - in fact very few know about it. This park contains 180 million year old wood fossils i.e. what you see over there is 180 million years old ...just imagine! It is also reminiscent...
Jaisalmer,4,"This park is 18 Kms from the Jaisalmer Fort car park. The road till the park is good, takes you 20 minutes to reach.
The road inside the park is mettled, the path leading you to the first 4 fossils is accessible by any car...."
Jaisalmer,5,Even thought I was Bird Watching and looking for one species that likes the habitat here it was great to see these fossil trees.
Jaisalmer,5,This wood fossil park displays the wood fossil of 180 million years old.History buff will definitely love this place.Some of the fossil include the remains of a forest which has submerged in the sea.
Jaisalmer,3,"If you have deep interest in history  or you have interest or understanding of fossil science then you can take plunge to visit this place.

If you are going by your own car then there is a nominal fee and you need to drive through..."
Jalpaiguri,5,Nice and beautiful temple having religious importance. One of the mot visited temple of North Bengal .
Jalpaiguri,3,"Bhramari Devi Temple is situated in Bodaganj, Jalpaiguri, West Bengal. It is one of the 51 Shakti Peethas. It is believed that the “Vama Pada” or the left leg of Devi Sati/ Durga fell at this place to form the Maa Bhramri Devi Mandir (Bhramri..."
Jalpaiguri,5,I went there a few days ago. The walking path is steep but not so troublesome. If you are strong in mind and absobed in nature it is a nice adventure. Take water and dry food as no good shop in the path.Choice of season...
Jalpaiguri,4,I had visited Buxa Fort and Lepchakha with my friends in february. One can take a hired vehicle or walk up the hill to Buxa Fort. If you are fit and can walk for an hour or so then I would suggest wou walk your...
Jalpaiguri,4,"Although nothing much to see here, the place is tied to Indian history for sure, it goes back to the freedom struggle. Has much to do with Netaji."
Jhansi,5,"Felt so fresh, clean and good. Water was moving and clean, cold yet very soothing. All in all a good relaxing place."
Jhansi,2,"Totally deserted, without any water, very disappointing, where wastage of time. Please do not visit till you confirm the lake is full of water."
Jhansi,5,"An extremely nice place to hang around with family. You can go around the temples, the small water fall and the beautiful lake. Best time to go is just after the rainy season when the dam is full."
